CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT_DATA,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
UX3903,0,30,No,71,409,2,0,1K,70,70-79,Female,2,2004,39,31 to 40,1000,Less than 150K,0,2903,1,4500,Personal,Chicago IL,Illinois,UX18,yes,1,K
UX3904,0,0,No,75,409,3,0,1K,66,60-69,Male,1,2006,21,21 to 30,7000,Less than 150K,0,2904,1,4000,Personal,Chicago IL,Illinois,UX14,no,1,K
UX3905,22,49,No,83,491,2,1,1K,43,40-49,Female,2,2011,30,31 to 40,33000,Less than 150K,3,2905,3,3000,Personal,Chicago IL,Illinois,UX14,yes,1,K
UX3906,0,0,No,73,409,3,0,1K,15,0-19,Male,3,2009,12,11 to 20,6000,Less than 150K,2,2906,2,4000,Personal,Chicago IL,Illinois,UX14,no,1,K
UX6306,,,Yes,,383,2,1,1K,80,80+,Female,3,2011,23,21 to 30,6000,Less than 150K,0,5306,1,11000,Personal,Dallas/Fort Worth TX,Texas,UX9,no,1,K
UX6307,0,0,No,70,383,2,1,1K,45,40-49,Male,1,2004,12,11 to 20,9000,Less than 150K,0,5307,1,5800,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6308,56,66,No,73,383,2,1,1K,77,70-79,Male,2,2003,29,21 to 30,4000,Less than 150K,0,5308,1,8000,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6309,0,0,No,64,383,2,0,1K,60,60-69,Female,2,2003,3,1 to 10,10000,Less than 150K,0,5309,1,7700,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6310,0,0,No,63,383,3,1,1K,64,60-69,Male,1,2008,27,21 to 30,2000,Less than 150K,0,5310,1,18000,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6311,0,0,No,63,351,3,1,1K,56,50-59,Female,1,2012,6,1 to 10,7000,Less than 150K,0,5311,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6312,,,Yes,,285,2,1,5K,36,30-39,Female,1,2012,12,11 to 20,25000,Less than 150K,3,5312,3,14000,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6313,1,0,No,50,285,4,1,1K,21,20-29,Male,1,2007,11,11 to 20,4000,300K+,1,5313,1,13000,Small Business,Dallas/Fort Worth TX,Texas,UX6,no,1,K
UX6314,0,0,No,70,383,5,0,25K,34,30-39,Female,1,2011,29,21 to 30,1000,300K+,0,5314,1,30000,Small Business,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6315,1,0,No,47,190,4,1,1K,49,40-49,Female,2,2007,9,1 to 10,3000,300K+,0,5315,1,9000,Small Business,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6316,0,0,No,49,295,3,0,1K,21,20-29,Female,1,2010,10,11 to 20,9000,300K+,2,5316,2,6500,Small Business,Dallas/Fort Worth TX,Texas,UX6,no,1,K
UX6317,0,0,No,36,190,3,1,1K,59,50-59,Male,1,2010,0,0,10000,300K+,0,5317,1,0,Small Business,Dallas/Fort Worth TX,Texas,UX17,no,1,K
UX6318,18,19,No,42,190,2,0,1K,55,50-59,Male,1,2011,38,31 to 40,10000,300K+,0,5318,1,7500,Small Business,Dallas/Fort Worth TX,Texas,UX14,yes,1,K
UX6319,0,0,No,66,351,2,1,1K,56,50-59,Male,0,2012,63,61 to 70,5000,300K+,0,5319,1,4500,Small Business,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6320,0,0,No,69,383,4,0,1K,17,0-19,Female,2,2003,12,11 to 20,7000,300K+,4,5320,4,3500,Small Business,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6321,18,41,No,67,383,3,0,1K,19,0-19,Female,1,2007,23,21 to 30,2000,150K - 300K,3,5321,3,6600,Small Business,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6322,0,0,No,58,295,3,1,1K,22,20-29,Female,1,2012,2,1 to 10,7000,Less than 150K,0,5322,1,12000,Small Business,Dallas/Fort Worth TX,Texas,UX6,no,1,K
UX6323,0,0,No,58,285,3,0,1K,77,70-79,Female,1,2007,32,31 to 40,4000,Less than 150K,0,5323,1,13500,Small Business,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6324,0,0,No,72,383,2,1,1K,23,20-29,Female,2,2012,37,31 to 40,10000,Less than 150K,0,5324,1,4500,Small Business,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6325,0,0,No,62,383,3,1,1K,18,0-19,Female,1,2003,2,1 to 10,7000,Less than 150K,1,5325,1,6200,Small Business,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6326,0,0,No,62,351,3,0,1K,60,60-69,Female,1,2010,45,41 to 50,9000,Less than 150K,0,5326,1,3000,Small Business,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6327,19,21,No,140,812,4,1,1K,46,40-49,Male,2,2011,18,11 to 20,3000,300K+,0,5327,1,9000,Corporate,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6328,0,0,No,129,812,5,1,25K,52,50-59,Female,1,2009,14,11 to 20,16000,300K+,2,5328,2,10000,Corporate,Dallas/Fort Worth TX,Texas,UX8,no,1,K
UX6329,5,14,No,110,785,4,1,10K,50,50-59,Male,1,2006,29,21 to 30,3000,300K+,0,5329,1,12500,Corporate,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6330,0,0,No,141,785,4,0,1K,53,50-59,Female,1,2004,20,11 to 20,1000,300K+,0,5330,1,9000,Corporate,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6331,0,0,No,138,733,4,0,1K,15,0-19,Female,2,2003,34,31 to 40,5000,150K - 300K,2,5331,2,0,Corporate,Dallas/Fort Worth TX,Texas,UX15,no,1,K
UX6332,0,0,No,137,812,2,0,1K,44,40-49,Female,1,2011,13,11 to 20,4000,Less than 150K,1,5332,1,4000,Corporate,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6333,0,0,No,125,812,3,1,1K,65,60-69,Female,1,2003,53,51 to 60,5000,Less than 150K,0,5333,1,9500,Corporate,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6334,17,0,No,111,733,4,1,1K,29,20-29,Male,1,2009,15,11 to 20,13000,300K+,2,5334,2,3000,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6335,13,52,No,141,733,4,1,1K,36,30-39,Male,1,2007,39,31 to 40,19000,300K+,2,5335,2,13500,Personal,Dallas/Fort Worth TX,Texas,UX16,yes,1,K
UX6336,124,112,No,130,812,4,0,1K,22,20-29,Male,1,2003,21,21 to 30,8000,300K+,1,5336,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX19,yes,1,K
UX6337,60,38,No,115,812,5,1,1K,47,40-49,Male,1,2010,4,1 to 10,7000,300K+,2,5337,2,7000,Personal,Dallas/Fort Worth TX,Texas,UX20,yes,1,K
UX6338,0,0,No,119,785,4,0,10K,34,30-39,Male,1,2010,25,21 to 30,5000,300K+,4,5338,4,4500,Personal,Dallas/Fort Worth TX,Texas,UX13,no,1,K
UX6339,0,0,No,128,812,5,1,5K,52,50-59,Female,1,2011,11,11 to 20,4000,300K+,0,5339,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX19,no,1,K
UX6340,0,0,No,124,733,4,1,1K,47,40-49,Female,1,2004,18,11 to 20,2000,300K+,0,5340,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6341,118,161,No,138,785,4,0,1K,44,40-49,Female,1,2003,16,11 to 20,9000,300K+,2,5341,2,4000,Personal,Dallas/Fort Worth TX,Texas,UX18,yes,1,K
UX6342,2,7,No,136,785,5,0,10K,50,50-59,Female,1,2004,14,11 to 20,8000,300K+,1,5342,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX13,yes,1,K
UX6343,0,0,No,116,733,4,1,25K,41,40-49,Male,2,2007,37,31 to 40,31000,300K+,1,5343,1,7500,Personal,Dallas/Fort Worth TX,Texas,UX15,no,1,K
UX6344,247,286,No,134,785,5,0,25K,28,20-29,Male,1,2007,24,21 to 30,8000,300K+,0,5344,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6345,11,21,No,136,812,4,0,25K,34,30-39,Male,1,2010,3,1 to 10,20000,300K+,2,5345,2,26000,Personal,Dallas/Fort Worth TX,Texas,UX14,yes,1,K
UX6346,0,0,No,125,812,4,1,10K,34,30-39,Female,1,2006,23,21 to 30,27000,300K+,2,5346,2,12000,Personal,Dallas/Fort Worth TX,Texas,UX8,no,1,K
UX6347,32,37,No,114,785,3,1,25K,52,50-59,Female,1,2007,8,1 to 10,5000,300K+,0,5347,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX12,yes,1,K
UX6348,0,7,No,143,812,3,1,25K,68,60-69,Male,1,2005,38,31 to 40,7000,300K+,0,5348,1,6500,Personal,Dallas/Fort Worth TX,Texas,UX8,yes,1,K
UX6349,125,154,No,151,812,3,0,1K,34,30-39,Male,1,2003,11,11 to 20,7000,300K+,3,5349,3,3000,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6350,0,0,No,135,812,4,1,25K,64,60-69,Female,1,2007,21,21 to 30,1000,300K+,0,5350,1,4500,Personal,Dallas/Fort Worth TX,Texas,UX8,no,1,K
UX6351,0,0,No,153,812,4,0,10K,33,30-39,Male,3,2008,13,11 to 20,10000,300K+,0,5351,1,1500,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6352,0,0,No,138,812,4,1,10K,27,20-29,Female,2,2005,36,31 to 40,10000,300K+,0,5352,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6353,0,8,No,120,733,4,0,10K,36,30-39,Male,1,2011,2,1 to 10,40000,300K+,2,5353,2,12800,Personal,Dallas/Fort Worth TX,Texas,UX16,yes,1,K
UX6354,22,69,No,132,812,4,1,10K,40,40-49,Male,2,2008,10,11 to 20,27000,300K+,3,5354,3,10800,Personal,Dallas/Fort Worth TX,Texas,UX8,yes,1,K
UX6355,0,0,No,107,733,2,0,1K,31,30-39,Male,1,2003,8,1 to 10,22000,300K+,2,5355,2,4500,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6356,24,71,No,142,733,4,0,25K,29,20-29,Female,1,2009,24,21 to 30,4000,300K+,0,5356,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX11,yes,1,K
UX6357,64,71,No,137,785,5,1,25K,45,40-49,Male,1,2004,16,11 to 20,16000,300K+,2,5357,2,5000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6358,0,0,No,130,785,4,1,1K,56,50-59,Male,2,2012,39,31 to 40,8000,300K+,0,5358,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX13,no,1,K
UX6359,0,0,No,124,812,4,1,1K,48,40-49,Male,1,2004,2,1 to 10,7000,300K+,1,5359,1,7000,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6360,31,33,No,151,812,5,1,10K,53,50-59,Male,1,2008,13,11 to 20,11000,300K+,3,5360,3,6000,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6361,0,12,No,138,812,4,1,1K,59,50-59,Male,1,2008,4,1 to 10,10000,300K+,2,5361,2,10500,Personal,Dallas/Fort Worth TX,Texas,UX10,yes,1,K
UX6362,0,0,No,135,785,4,0,1K,32,30-39,Male,1,2012,21,21 to 30,5000,300K+,2,5362,2,4000,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6363,36,13,No,125,812,3,0,1K,57,50-59,Female,2,2006,12,11 to 20,2000,300K+,0,5363,1,2500,Personal,Dallas/Fort Worth TX,Texas,UX19,yes,1,K
UX6364,62,42,No,132,812,3,1,10K,34,30-39,Female,2,2003,13,11 to 20,24000,300K+,1,5364,1,7500,Personal,Dallas/Fort Worth TX,Texas,UX14,yes,1,K
UX6365,0,0,No,112,812,4,0,1K,28,20-29,Female,1,2011,18,11 to 20,33000,300K+,1,5365,1,500,Personal,Dallas/Fort Worth TX,Texas,UX19,no,1,K
UX6366,0,0,No,120,733,4,1,10K,66,60-69,Female,1,2010,14,11 to 20,7000,300K+,0,5366,1,18500,Personal,Dallas/Fort Worth TX,Texas,UX15,no,1,K
UX6367,0,1,No,122,785,4,1,25K,51,50-59,Male,2,2010,32,31 to 40,5000,300K+,0,5367,1,16500,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6368,0,0,No,126,812,4,0,1K,38,30-39,Female,1,2011,0,0,13000,300K+,1,5368,1,10500,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6369,3,0,No,118,812,3,1,1K,62,60-69,Female,4,2006,3,1 to 10,7000,300K+,4,5369,4,9000,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6370,0,29,No,140,785,2,1,1K,52,50-59,Male,1,2008,56,51 to 60,2000,300K+,0,5370,1,6000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6371,54,37,No,133,812,3,1,1K,24,20-29,Female,1,2003,40,31 to 40,6000,300K+,0,5371,1,3500,Personal,Dallas/Fort Worth TX,Texas,UX18,yes,1,K
UX6372,0,0,No,127,812,4,0,1K,26,20-29,Female,3,2003,25,21 to 30,5000,300K+,0,5372,1,0,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6373,0,0,No,116,785,3,1,1K,34,30-39,Male,2,2011,47,41 to 50,7000,300K+,0,5373,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6374,0,14,No,133,812,3,0,1K,70,70-79,Male,1,2003,8,1 to 10,9000,300K+,2,5374,2,14000,Personal,Dallas/Fort Worth TX,Texas,UX8,yes,1,K
UX6375,0,0,No,135,812,4,0,25K,55,50-59,Male,1,2004,13,11 to 20,40000,300K+,5,5375,5,17000,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6376,0,0,No,132,812,3,0,1K,16,0-19,Female,2,2008,31,31 to 40,9000,300K+,3,5376,3,6000,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6377,3,31,No,146,785,3,1,1K,26,20-29,Female,1,2003,35,31 to 40,13000,150K - 300K,4,5377,4,3000,Personal,Dallas/Fort Worth TX,Texas,UX18,yes,1,K
UX6378,0,0,No,126,812,4,1,1K,17,0-19,Male,3,2003,3,1 to 10,6000,150K - 300K,2,5378,2,1500,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6379,0,0,No,130,812,4,1,1K,22,20-29,Male,2,2010,24,21 to 30,6000,150K - 300K,0,5379,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6380,0,9,No,135,812,1,0,1K,55,50-59,Female,1,2006,20,11 to 20,7000,150K - 300K,0,5380,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX16,yes,1,K
UX6381,14,0,No,121,785,3,1,1K,15,0-19,Male,1,2005,13,11 to 20,10000,150K - 300K,1,5381,1,7000,Personal,Dallas/Fort Worth TX,Texas,UX13,no,1,K
UX6382,0,0,No,116,812,3,0,1K,26,20-29,Female,1,2004,29,21 to 30,7000,150K - 300K,3,5382,3,12000,Personal,Dallas/Fort Worth TX,Texas,UX14,no,1,K
UX6383,0,0,No,121,733,3,0,1K,80,80+,Female,2,2012,20,21 to 30,8000,Less than 150K,0,5383,1,18000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6384,6,13,No,128,785,4,0,1K,48,40-49,Male,0,2010,17,11 to 20,4000,Less than 150K,0,5384,1,14000,Personal,Dallas/Fort Worth TX,Texas,UX12,yes,1,K
UX6385,0,0,No,115,733,5,0,25K,37,30-39,Male,1,2007,8,1 to 10,13000,Less than 150K,2,5385,2,6000,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6386,0,0,No,136,812,1,1,1K,66,60-69,Male,2,2011,46,41 to 50,2000,Less than 150K,0,5386,1,0,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6387,0,0,No,120,733,3,1,1K,70,70-79,Female,1,2010,51,51 to 60,3000,Less than 150K,0,5387,1,6500,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6388,47,59,No,139,812,2,1,1K,16,0-19,Male,2,2005,30,21 to 30,4000,Less than 150K,1,5388,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX19,yes,1,K
UX6389,0,0,No,129,812,3,1,1K,34,30-39,Male,1,2005,58,51 to 60,4000,Less than 150K,0,5389,1,1500,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6390,0,0,No,122,812,3,1,25K,61,60-69,Male,1,2006,40,31 to 40,8000,Less than 150K,0,5390,1,8400,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6391,1,10,No,122,785,3,0,1K,39,30-39,Male,1,2011,2,1 to 10,2000,Less than 150K,0,5391,1,1500,Personal,Dallas/Fort Worth TX,Texas,UX13,yes,1,K
UX6392,13,11,No,126,785,1,0,5K,80,80+,Female,2,2011,31,31 to 40,4000,Less than 150K,0,5392,1,9000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6393,0,0,No,114,733,4,1,1K,50,50-59,Female,1,2012,13,11 to 20,3000,Less than 150K,0,5393,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6394,0,0,No,131,812,3,1,1K,77,70-79,Female,1,2003,8,1 to 10,5000,Less than 150K,0,5394,1,15000,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6395,0,17,No,135,785,2,0,1K,49,40-49,Female,1,2006,34,31 to 40,7000,Less than 150K,0,5395,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX7,yes,1,K
UX6396,0,0,No,111,733,2,1,10K,41,40-49,Female,1,2005,3,1 to 10,6000,Less than 150K,2,5396,2,18000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6397,16,20,No,120,812,2,0,1K,23,20-29,Female,2,2012,45,41 to 50,1000,Less than 150K,1,5397,1,1500,Personal,Dallas/Fort Worth TX,Texas,UX19,yes,1,K
UX6398,0,0,No,134,812,3,0,1K,35,30-39,Female,2,2009,24,21 to 30,10000,Less than 150K,3,5398,3,8000,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6399,25,40,No,128,733,2,1,1K,61,60-69,Male,2,2004,24,21 to 30,7000,Less than 150K,0,5399,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX16,yes,1,K
UX6400,27,38,No,124,812,2,1,1K,17,0-19,Male,2,2011,29,21 to 30,10000,Less than 150K,2,5400,2,3500,Personal,Dallas/Fort Worth TX,Texas,UX8,yes,1,K
UX6401,0,0,No,125,733,3,1,1K,19,0-19,Female,2,2003,13,11 to 20,6000,Less than 150K,0,5401,1,3000,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6402,0,35,No,148,785,2,0,1K,80,80+,Female,1,2009,28,21 to 30,6000,Less than 150K,0,5402,1,13500,Personal,Dallas/Fort Worth TX,Texas,UX13,yes,1,K
UX6403,31,24,No,131,812,2,0,1K,49,40-49,Female,2,2011,10,1 to 10,2000,Less than 150K,0,5403,1,8500,Personal,Dallas/Fort Worth TX,Texas,UX17,yes,1,K
UX6404,0,0,No,122,812,3,0,1K,46,40-49,Female,2,2012,10,11 to 20,9000,Less than 150K,0,5404,1,2000,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6405,0,0,No,143,812,3,1,1K,66,60-69,Male,1,2006,24,21 to 30,9000,Less than 150K,0,5405,1,4500,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6406,0,0,No,116,733,3,0,1K,85,80+,Male,1,2010,55,51 to 60,5000,Less than 150K,0,5406,1,10000,Personal,Dallas/Fort Worth TX,Texas,UX12,no,1,K
UX6407,0,0,No,113,733,3,1,1K,57,50-59,Female,2,2007,33,31 to 40,4000,Less than 150K,0,5407,1,0,Personal,Dallas/Fort Worth TX,Texas,UX10,no,1,K
UX6408,0,0,No,136,785,3,0,25K,44,40-49,Female,1,2010,7,1 to 10,10000,Less than 150K,6,5408,6,9000,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6409,10,0,No,121,812,2,0,1K,55,50-59,Female,4,2006,12,11 to 20,1000,Less than 150K,0,5409,1,500,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6410,45,28,No,117,785,2,0,1K,16,0-19,Female,1,2006,22,21 to 30,9000,Less than 150K,1,5410,1,8000,Personal,Dallas/Fort Worth TX,Texas,UX13,yes,1,K
UX6411,0,0,No,129,812,3,1,1K,50,50-59,Female,1,2004,28,21 to 30,2000,Less than 150K,1,5411,1,10000,Personal,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6412,0,0,No,122,785,2,0,1K,72,70-79,Male,0,2010,45,41 to 50,1000,Less than 150K,0,5412,1,5300,Personal,Dallas/Fort Worth TX,Texas,UX7,no,1,K
UX6413,0,7,No,148,785,2,0,1K,42,40-49,Female,1,2004,9,1 to 10,15000,Less than 150K,3,5413,3,3000,Personal,Dallas/Fort Worth TX,Texas,UX13,yes,1,K
UX6414,0,,No,,785,4,0,25K,80,80+,Female,1,2005,39,31 to 40,1000,Less than 150K,0,5414,1,3500,Personal,Dallas/Fort Worth TX,Texas,UX18,no,1,K
UX6415,0,0,No,121,812,5,0,1K,63,60-69,Female,1,2007,0,0,1000,300K+,0,5415,1,4500,Small Business,Dallas/Fort Worth TX,Texas,UX8,no,1,K
UX6416,0,22,No,135,812,2,1,1K,17,0-19,Female,1,2005,5,1 to 10,5000,300K+,3,5416,3,2500,Small Business,Dallas/Fort Worth TX,Texas,UX16,yes,1,K
UX6417,0,0,No,133,812,4,1,25K,65,60-69,Female,1,2007,17,11 to 20,1000,300K+,0,5417,1,9500,Small Business,Dallas/Fort Worth TX,Texas,UX16,no,1,K
UX6418,0,0,No,91,589,4,0,1K,73,70-79,Male,2,2009,17,11 to 20,3000,300K+,1,5418,1,4500,Personal,New York NY,New York,UX12,no,1,K
UX6419,1,0,No,88,589,5,1,1K,59,50-59,Female,1,2007,7,1 to 10,7000,300K+,0,5419,1,0,Personal,New York NY,New York,UX12,no,1,K
UX6420,0,0,No,95,589,4,0,25K,48,40-49,Male,1,2006,0,0,8000,300K+,1,5420,1,9000,Personal,New York NY,New York,UX12,no,1,K
UX6421,21,6,No,90,589,4,1,1K,48,40-49,Male,2,2005,6,1 to 10,4000,300K+,1,5421,1,4500,Personal,New York NY,New York,UX12,yes,1,K
UX6422,0,0,No,99,589,3,1,1K,27,20-29,Male,1,2009,8,1 to 10,23000,300K+,3,5422,3,21000,Personal,New York NY,New York,UX12,no,1,K
UX6423,20,0,No,86,589,4,1,1K,21,20-29,Female,2,2007,48,41 to 50,8000,150K - 300K,0,5423,1,2000,Personal,New York NY,New York,UX12,no,1,K
UX6424,8,1,No,98,589,2,1,1K,65,60-69,Male,1,2011,61,61 to 70,4000,Less than 150K,1,5424,1,3500,Personal,New York NY,New York,UX12,no,1,K
UX6425,0,0,No,97,589,2,1,1K,80,80+,Male,0,2007,54,51 to 60,1000,Less than 150K,0,5425,1,17500,Personal,New York NY,New York,UX12,no,1,K
UX6426,0,0,No,81,589,2,1,1K,74,70-79,Female,3,2005,12,11 to 20,1000,Less than 150K,0,5426,1,12600,Small Business,New York NY,New York,UX12,no,1,K
UX6427,5,7,No,103,589,3,0,25K,33,30-39,Female,1,2012,1,1 to 10,1000,300K+,0,5427,1,7500,Small Business,New York NY,New York,UX12,yes,1,K
UX6428,0,9,No,60,265,5,1,5K,36,30-39,Male,1,2004,17,11 to 20,24000,300K+,3,5428,3,15000,Corporate,Chicago IL,Illinois,UX8,yes,1,K
UX6429,33,28,No,46,265,2,1,1K,55,50-59,Female,3,2007,25,21 to 30,3000,Less than 150K,0,5429,1,18000,Corporate,Chicago IL,Illinois,UX19,yes,1,K
UX6430,0,0,No,55,287,4,0,10K,63,60-69,Female,1,2010,8,1 to 10,5000,300K+,0,5430,1,12000,Personal,Chicago IL,Illinois,UX13,no,1,K
UX6431,13,22,No,53,265,4,0,1K,53,50-59,Female,2,2003,2,1 to 10,10000,300K+,0,5431,1,2000,Personal,Chicago IL,Illinois,UX19,yes,1,K
UX6432,209,224,No,49,265,4,0,25K,43,40-49,Male,1,2010,0,0,21000,300K+,2,5432,2,7000,Personal,Chicago IL,Illinois,UX17,yes,1,K
UX6433,0,0,No,49,265,4,0,25K,32,30-39,Male,2,2006,7,1 to 10,34000,300K+,2,5433,2,6500,Personal,Chicago IL,Illinois,UX14,no,1,K
UX6434,0,0,No,53,265,4,1,1K,54,50-59,Male,1,2012,9,1 to 10,9000,300K+,0,5434,1,4000,Personal,Chicago IL,Illinois,UX17,no,1,K
UX6435,35,25,No,54,265,3,1,5K,76,70-79,Male,1,2008,62,61 to 70,1000,300K+,0,5435,1,12000,Personal,Chicago IL,Illinois,UX17,yes,1,K
UX6436,0,25,No,51,265,4,1,25K,26,20-29,Male,1,2012,8,1 to 10,3000,300K+,0,5436,1,2500,Personal,Chicago IL,Illinois,UX8,yes,1,K
UX6437,0,0,No,45,265,3,1,25K,47,40-49,Female,2,2007,11,11 to 20,8000,300K+,1,5437,1,1200,Personal,Chicago IL,Illinois,UX7,no,1,K
UX6438,11,1,No,53,287,4,0,1K,47,40-49,Female,1,2004,18,11 to 20,6000,300K+,0,5438,1,7000,Personal,Chicago IL,Illinois,UX13,no,1,K
UX6439,0,0,No,50,265,4,1,10K,51,50-59,Female,1,2004,33,31 to 40,2000,300K+,2,5439,2,9000,Personal,Chicago IL,Illinois,UX6,no,1,K
UX6440,23,12,No,46,265,5,1,10K,38,30-39,Female,1,2008,3,1 to 10,3000,300K+,0,5440,1,3000,Personal,Chicago IL,Illinois,UX19,yes,1,K
UX6441,0,0,No,47,265,4,0,1K,32,30-39,Male,2,2012,29,21 to 30,4000,300K+,1,5441,1,2000,Personal,Chicago IL,Illinois,UX9,no,1,K
UX6442,0,17,No,53,265,4,1,10K,38,30-39,Male,1,2003,10,1 to 10,12000,300K+,2,5442,2,9000,Personal,Chicago IL,Illinois,UX7,yes,1,K
UX6443,0,0,No,50,265,3,0,5K,37,30-39,Male,2,2004,0,0,7000,300K+,0,5443,1,4000,Personal,Chicago IL,Illinois,UX6,no,1,K
UX3907,95,104,No,95,491,2,0,1K,80,80+,Female,2,2011,23,21 to 30,7000,Less than 150K,0,2907,1,6000,Personal,Chicago IL,Illinois,UX14,yes,1,K
UX3908,0,0,No,78,409,2,1,1K,26,20-29,Male,1,2006,39,31 to 40,3000,Less than 150K,1,2908,1,6000,Personal,Chicago IL,Illinois,UX7,no,1,K
UX3909,0,0,No,74,491,4,1,25K,80,80+,Male,1,2011,21,21 to 30,9000,Less than 150K,0,2909,1,18000,Personal,Chicago IL,Illinois,UX14,no,1,K
UX3910,,,Yes,,409,3,0,1K,68,60-69,Female,1,2007,27,21 to 30,10000,Less than 150K,0,2910,1,6000,Personal,Chicago IL,Illinois,UX7,no,1,K
